id,Cycle,Time,Total_Energy,Gas_Energy,Density
16218,206,101.955,0.870437,-4.787946,-5.006145
16219,200,103.273,0.616114,-4.956464,-5.076175
16220,218,95.679,0.782974,-4.853609,-5.414793
16221,194,95.613,0.615658,-3.787733,-5.487865
16222,199,98.414,0.769438,-5.059023,-4.817959
16223,183,102.680,0.772073,-5.793277,-5.628610
16224,200,102.118,0.742302,-4.424374,-5.545526
16225,190,105.459,0.620822,-4.552910,-5.226993
16226,197,95.807,0.643232,-4.365163,-5.186191
16227,180,97.336,0.434072,-3.539463,-5.629571
16228,183,98.990,0.720053,-4.156994,-4.904579
16229,201,100.010,0.754200,-4.861083,-5.477143
16230,200,106.987,0.694410,-4.579394,-5.060016
16231,181,103.166,0.347476,-2.305908,-6.135561
16232,181,102.352,0.767268,-5.079564,-5.338196
16233,198,106.695,0.293320,-1.609962,-6.035949
16234,210,101.746,0.396478,-2.960110,-5.891508
16235,214,100.480,0.869276,-4.869231,-5.413266
16236,214,103.013,0.658052,-4.457430,-5.399645
16237,206,103.931,0.449972,-3.075353,-5.903965
16238,183,98.501,0.818807,-5.429626,-5.635918
16239,214,102.619,0.547239,-3.948290,-5.636621
16240,204,107.387,0.456373,-3.445093,-5.878456
16241,206,98.438,0.870690,-5.101470,-4.707263
16242,218,95.901,0.365111,-2.780314,-5.912789
16243,189,106.880,0.461373,-3.251527,-5.578339
16244,212,99.294,0.654614,-4.722132,-5.530048
16245,217,96.620,0.872910,-5.097770,-5.391752
16246,199,100.975,0.825645,-5.288622,-5.123350
16247,182,99.704,1.000617,-5.665666,-5.192780
16248,195,108.769,0.832830,-4.712623,-5.442977
16249,205,99.572,1.018092,-4.729198,-5.580069
16250,197,96.396,0.562194,-3.623204,-5.369102
16251,192,107.144,0.613092,-4.146376,-5.288025
16252,187,95.140,0.340559,-2.388530,-5.746110
16253,206,103.316,0.649982,-4.335201,-5.275448
16254,184,95.357,0.762105,-4.738716,-5.341188
16255,199,99.845,0.322555,-2.218458,-5.609618
16256,206,102.584,0.849526,-4.784516,-6.040156
16257,195,98.626,0.960480,-5.652443,-5.843354
16258,209,100.372,0.461927,-3.538967,-5.754053
16259,201,98.547,0.915550,-5.139311,-5.725595
16260,208,95.754,0.684989,-4.676382,-5.037610
16261,192,100.735,0.735669,-4.390984,-5.253939
16262,219,104.618,0.429302,-2.657581,-6.145173
16263,206,106.953,0.835496,-5.551877,-5.323586
16264,197,101.104,0.868091,-4.664978,-5.756379
16265,202,97.890,0.473195,-2.957418,-5.866357
16266,205,96.143,0.911379,-5.532888,-5.049533
16267,212,104.490,0.535728,-3.561391,-5.703011
16268,184,107.568,0.545479,-4.253560,-5.282070
16269,210,106.094,0.219520,-1.011601,-5.866433
16270,182,106.739,0.679654,-4.877394,-4.736313
16271,197,101.656,0.620510,-4.234225,-5.337037
16272,184,106.659,0.660666,-4.942178,-5.606971
16273,209,105.672,0.615461,-4.410654,-5.401262
16274,180,108.202,0.531031,-4.606732,-5.500504
16275,210,95.444,0.815519,-4.781571,-5.969735
16276,203,95.872,0.788240,-5.082953,-5.377575
16277,186,98.936,0.921049,-5.404029,-5.336721
16278,203,108.821,0.839279,-5.256976,-5.660612
16279,204,106.720,0.348562,-2.235125,-5.913452
16280,209,104.554,0.654060,-4.365177,-5.460342
16281,188,96.876,0.524941,-4.104204,-5.620287
16282,191,100.960,0.638498,-3.928551,-5.526448
16283,209,108.744,0.950412,-5.429073,-5.054068
16284,182,100.317,0.678018,-4.189321,-5.464888
16285,208,107.024,0.538503,-3.349672,-5.618219
16286,192,96.018,0.538832,-3.677133,-5.582511
16287,183,105.596,0.737064,-4.856413,-5.711254
16288,196,98.134,0.625629,-4.363533,-5.469597
16289,190,98.866,0.724654,-4.594710,-5.047025
16290,215,107.636,0.712783,-5.222972,-5.397323
16291,198,95.579,0.602264,-4.133220,-5.208299
16292,198,96.809,0.901027,-4.942919,-5.449117
16293,189,103.504,0.945606,-6.063219,-5.785879
16294,198,96.469,0.223312,-0.927315,-5.873596
16295,209,96.649,0.616288,-4.718328,-5.428133
16296,194,102.521,0.860330,-5.128759,-5.945760
16297,200,106.589,0.518577,-3.692147,-5.719979
16298,201,96.615,0.223255,-1.719830,-5.498722
16299,210,108.871,0.655808,-4.807729,-5.184332
16300,200,99.228,0.821041,-4.703800,-5.441795
16301,193,96.364,0.682513,-5.342076,-5.249787
16302,218,96.317,0.837322,-5.128115,-5.414087
16303,191,97.844,0.480143,-3.924322,-5.506682
16304,187,108.700,0.877603,-5.354959,-5.368829
16305,186,103.989,0.927636,-4.847857,-5.577891
16306,192,98.755,0.697371,-4.573166,-5.138299
16307,192,105.390,0.404720,-2.581831,-5.548152
16308,207,98.905,0.769029,-4.725503,-4.946074
16309,190,98.879,0.534067,-3.875271,-5.377871
16310,203,95.420,0.644671,-4.319652,-5.719044
16311,189,96.364,0.904749,-4.222083,-4.985442
16312,200,105.024,0.919623,-5.002542,-6.078882
16313,197,106.486,0.720093,-4.620523,-5.074536
16314,201,104.283,0.213162,-0.980589,-5.891483
16315,204,96.662,0.808371,-5.384825,-5.130982
16316,217,98.455,0.571100,-4.069155,-4.949325
16317,194,98.647,0.774171,-5.101366,-5.873858
16318,192,108.171,0.384814,-3.620672,-5.536286
16319,207,104.312,0.947820,-5.064126,-4.504656
16320,202,100.304,0.834761,-5.117654,-5.185457
16321,216,101.256,0.367920,-2.385343,-5.778775
16322,191,108.102,0.398338,-3.011126,-5.795533
16323,195,103.078,0.405696,-2.399308,-5.877355
16324,185,103.497,0.716420,-4.402265,-5.357042
16325,191,103.109,0.415827,-3.181383,-6.228653
16326,214,96.685,0.187927,-0.291660,-5.694399
16327,206,103.102,0.740333,-4.047824,-5.496588
16328,183,102.051,0.190128,-1.104997,-6.008428
16329,197,99.014,0.640019,-4.524431,-4.913349
16330,201,107.248,0.551328,-4.384745,-5.384393
16331,182,99.129,0.788807,-5.055073,-5.611169
16332,218,98.872,0.742752,-4.782430,-5.199975
16333,187,99.297,0.908435,-4.581406,-5.606176
16334,181,105.830,0.813943,-4.474236,-5.535544
16335,197,97.484,0.254798,-1.707688,-6.155531
16336,193,107.784,0.910025,-5.510984,-5.264093
16337,198,101.168,0.233950,-1.275813,-5.808412
16338,219,105.394,0.577007,-4.482957,-5.421270
16339,192,101.745,0.527106,-3.814430,-5.566205
16340,198,107.286,0.920993,-5.193464,-5.301914
16341,189,95.249,0.763277,-4.508522,-5.313854
16342,201,100.078,0.619173,-4.849029,-5.300230
16343,182,105.920,0.963524,-5.071317,-5.119440
16344,189,95.220,0.711897,-5.078150,-5.720767
16345,202,101.853,0.767943,-5.154710,-5.065596
16346,182,107.068,0.798703,-3.907695,-5.655198
16347,182,104.218,0.667657,-4.291468,-4.909550
16348,196,105.471,0.773334,-4.826665,-4.848101
16349,196,108.619,0.776380,-5.077019,-5.445500
16350,186,95.735,0.758603,-4.985833,-5.231395
16351,192,108.231,0.775485,-4.902048,-5.222326
16352,189,101.967,0.847250,-5.305422,-5.596943
16353,202,100.174,0.852126,-4.047089,-5.689273
16354,183,104.343,0.244520,-1.123936,-5.760213
16355,213,100.428,0.499079,-3.103132,-5.810582
16356,182,97.640,0.333075,-2.251611,-5.882154
16357,217,104.004,0.602981,-4.028441,-5.481602
16358,203,99.849,0.770857,-4.807590,-5.565463
16359,208,103.513,0.821131,-4.449238,-4.723678
16360,217,107.277,0.203094,-1.271261,-5.936286
16361,201,105.739,0.950098,-5.221034,-5.467034
16362,191,106.216,0.730628,-4.351745,-5.116160
16363,195,99.017,0.641911,-4.881396,-5.736724
16364,192,97.963,0.791611,-5.103942,-5.570704
16365,191,102.054,0.860147,-4.758431,-5.457863
16366,180,104.181,0.740676,-4.520477,-4.880843
16367,198,105.731,0.818160,-5.802624,-4.977776
16368,218,104.901,0.655944,-4.842388,-5.556809
16369,202,106.184,0.803540,-4.007449,-5.325106
16370,187,96.534,0.697725,-4.636574,-5.112877
16371,204,95.156,0.633893,-4.363664,-5.147258
16372,189,101.145,0.426302,-3.004892,-5.725116
16373,181,107.470,0.602788,-4.397477,-5.418732
16374,189,100.007,0.855683,-5.263368,-5.407101
16375,208,96.595,0.533999,-3.901184,-5.211351
16376,203,100.976,0.660671,-4.579984,-5.198094
16377,213,107.429,0.719648,-4.846760,-5.272978
16378,193,104.348,0.144653,-0.127344,-5.825796
16379,204,99.853,0.867822,-4.325694,-5.313760
16380,184,106.972,0.589524,-4.296000,-5.408707
16381,191,97.130,0.829568,-4.431529,-5.213059
16382,211,104.600,0.350558,-2.542977,-5.805644
16383,186,102.307,0.863022,-4.343404,-5.568363
16384,214,103.992,0.331329,-2.124228,-5.578059
16385,203,101.951,0.372020,-2.834734,-5.708307
16386,206,105.397,0.311649,-2.109619,-6.165382
16387,188,99.021,0.856262,-5.072928,-5.603661
16388,202,97.812,0.546130,-3.627216,-5.787529
16389,194,106.221,0.465356,-3.566605,-5.736160
16390,185,106.714,0.665111,-4.607716,-5.704150
16391,188,100.493,0.668743,-4.381855,-5.320007
16392,192,106.897,0.582800,-4.129212,-5.303467
16393,204,104.984,0.716289,-5.314779,-5.253249
16394,215,99.966,0.891449,-5.092491,-5.679824
16395,208,105.203,0.852984,-4.482427,-5.816996
16396,217,107.068,0.721229,-4.603433,-5.216371
16397,192,104.467,0.914749,-5.686535,-5.177969
16398,199,104.182,0.848551,-5.437292,-5.339212
16399,205,106.446,0.704634,-5.015578,-5.588878
16400,206,97.790,0.874646,-4.564718,-5.316824
16401,188,101.317,0.924345,-5.902204,-4.456810
16402,205,95.559,0.775780,-4.970731,-5.055918
16403,213,108.577,0.704479,-4.752283,-5.533980
16404,194,106.671,0.522772,-3.513327,-6.022628
16405,199,97.412,0.553228,-4.305193,-5.570655
16406,184,103.269,0.711360,-4.746867,-5.005900
16407,203,108.782,0.599828,-4.304575,-5.199082
16408,191,100.132,0.779456,-5.169232,-4.799177
16409,194,99.825,0.311364,-1.667975,-5.445046
16410,206,107.601,0.485915,-3.302658,-5.709481
16411,204,102.080,0.444920,-3.179541,-5.599271
16412,198,106.491,0.859252,-5.494017,-5.671687
16413,182,102.790,0.599529,-4.001385,-5.565104
16414,181,97.082,0.796065,-5.536911,-5.664391
16415,208,95.162,0.823109,-4.875926,-4.576147
16416,214,106.387,0.837533,-5.739587,-5.923786
16417,203,98.713,0.987158,-5.515619,-5.467348
16418,212,101.592,0.254891,-1.474557,-5.864807
16419,185,95.914,0.463193,-3.630813,-5.684468
16420,194,105.903,0.809138,-5.153135,-5.073574
16421,211,104.562,0.676189,-4.366958,-5.554110
16422,200,103.347,0.717193,-4.448926,-5.393300
16423,216,96.527,0.492446,-3.387753,-5.532174
16424,218,99.650,0.660673,-4.901938,-5.420752
16425,186,104.888,0.799680,-4.936620,-4.796036
16426,198,100.142,0.712444,-3.848892,-5.178848
16427,214,99.514,1.013012,-5.389746,-4.905374
16428,197,98.124,0.468517,-3.395673,-5.577503
16429,219,102.157,0.822759,-5.165161,-5.321492
16430,183,103.968,0.893323,-4.495546,-5.972466
16431,189,97.971,0.876285,-5.120979,-5.332026
16432,200,108.215,0.161582,-0.502489,-5.774095
16433,181,102.212,0.840699,-6.195307,-5.055246
16434,209,98.860,0.296051,-1.789514,-5.682102
16435,197,108.295,0.779227,-4.403985,-5.544451
16436,195,99.018,0.931886,-4.803434,-5.788969
16437,207,97.324,0.669883,-4.424650,-5.315543
16438,187,105.067,0.518624,-4.501376,-5.189954
16439,187,98.127,0.720222,-4.801367,-5.365503
16440,213,106.247,0.868089,-4.919584,-5.174527
16441,216,102.626,0.568069,-4.450469,-5.408546
16442,201,95.900,0.781000,-4.612534,-5.362410
16443,205,101.906,0.358488,-2.883345,-5.827908
16444,190,104.700,0.661657,-4.796840,-5.503938
16445,215,103.664,0.863269,-5.317691,-5.759091
16446,217,97.639,0.896837,-5.060158,-5.650537
16447,208,103.821,0.799567,-4.791946,-5.050741
16448,203,96.559,0.346994,-2.940639,-6.084845
16449,215,101.477,0.375399,-2.894501,-5.898830
16450,197,98.412,0.907866,-4.557825,-4.963837
16451,195,106.602,0.874736,-4.973681,-5.660943
16452,218,107.517,0.911694,-5.386961,-5.566035
16453,196,105.934,0.686032,-4.063205,-5.068848
16454,197,100.998,0.916669,-4.461243,-4.927180
16455,182,98.667,0.672490,-5.001600,-5.587024
16456,217,100.934,0.500545,-3.933749,-5.480368
16457,185,97.337,0.919689,-4.810538,-5.611639
16458,208,98.282,0.605561,-4.015490,-5.695873
16459,213,102.520,0.631238,-4.042607,-5.064658
16460,204,98.534,0.812249,-5.029382,-5.470077
16461,180,104.718,0.942743,-5.676782,-5.062414
16462,201,103.791,0.785246,-4.211664,-5.486402
16463,200,100.904,0.781873,-5.177078,-5.328624
16464,180,100.208,0.451448,-2.877977,-5.517996
16465,183,105.584,0.220381,-0.498961,-5.698873
16466,203,96.004,0.566495,-4.376165,-5.569648
16467,199,95.695,0.976780,-5.398882,-5.298353
16468,181,108.861,0.294816,-1.474882,-5.765953
16469,197,107.988,0.818289,-5.002361,-5.370047
16470,195,105.932,0.892618,-4.845542,-5.171633
16471,218,101.618,0.408045,-2.807547,-5.896525
16472,205,103.365,0.251294,-0.784377,-5.629796
16473,181,108.726,0.622251,-4.537476,-5.086926
16474,186,108.980,0.646354,-4.535224,-5.018045
16475,216,102.662,0.926968,-6.356267,-5.245341
16476,189,95.704,0.645193,-4.111715,-5.439032
16477,201,104.172,0.850701,-4.067962,-5.614467
16478,197,104.110,0.942807,-5.079794,-5.302447
16479,195,95.338,0.785860,-4.014174,-5.771369
16480,215,98.639,0.213335,-0.683378,-5.918150
16481,186,95.143,0.181897,-0.613316,-5.889708
16482,210,105.577,0.940346,-4.850050,-5.522318
16483,202,102.629,0.818906,-4.978709,-5.275350
16484,192,98.248,0.365433,-2.742832,-5.881791
16485,186,102.246,0.627923,-4.316313,-4.917893
16486,216,95.126,0.330443,-2.617003,-5.813344
16487,219,106.575,0.861574,-4.621165,-5.873980
16488,206,102.111,0.450932,-4.430165,-5.524893
16489,204,95.036,0.830477,-5.035555,-5.308821
16490,209,99.107,0.635249,-4.646785,-5.347045
16491,194,101.593,1.027453,-4.541293,-5.298050
16492,211,96.800,0.896946,-4.820706,-5.652892
16493,216,99.411,0.153243,-0.390752,-5.696154
16494,197,95.882,0.471294,-4.148692,-5.758861
16495,204,97.728,0.766944,-4.772709,-5.410546
16496,191,102.053,0.280080,-1.611071,-5.936658
16497,188,104.453,0.388694,-2.633504,-5.899278
16498,204,107.134,0.656937,-3.958544,-5.185904
16499,187,100.407,0.750369,-4.915944,-4.978330
16500,180,99.561,0.706074,-5.222643,-5.593847
16501,201,105.522,0.908400,-5.054033,-5.020934
16502,189,95.775,1.028479,-4.080879,-5.072152
16503,213,103.642,0.508436,-3.811177,-5.439485
16504,195,100.426,0.411245,-3.140590,-6.049157
16505,203,103.946,0.805112,-5.048746,-5.601317
16506,189,102.659,0.783889,-5.254790,-5.386085
16507,207,96.874,0.234228,-1.094510,-5.756187
16508,191,100.115,0.592069,-4.379726,-5.422417
16509,206,107.334,0.553480,-3.514697,-5.637615
16510,216,100.334,0.708287,-5.080037,-5.881661
16511,211,102.984,0.915379,-5.605901,-4.828098
16512,210,104.129,0.824495,-5.272296,-5.574902
16513,219,97.089,0.587789,-4.114492,-5.192408
16514,182,106.440,0.797042,-4.488640,-5.311886
16515,187,105.354,0.898967,-4.865550,-5.056938
16516,186,106.531,0.702614,-5.019987,-5.490718
16517,205,102.327,0.800337,-4.714712,-5.296479
16518,204,105.655,1.011325,-5.439518,-5.557293
16519,189,102.426,0.764814,-4.737797,-4.917629
16520,217,102.832,0.694383,-5.017483,-5.289850
16521,191,99.566,0.540243,-3.937269,-5.657503
16522,199,107.415,0.814816,-5.428598,-5.156545
16523,201,100.164,0.834591,-4.301506,-5.313508
16524,188,98.146,0.779410,-4.905833,-5.635239
16525,209,101.957,0.157348,-0.224700,-5.784863
16526,186,97.516,0.471570,-3.581491,-5.595783
16527,213,97.804,0.796935,-5.173014,-5.281026
16528,194,101.861,0.588431,-3.713952,-5.538917
16529,208,99.396,0.490211,-3.907039,-5.700382
16530,196,99.653,0.614069,-4.030532,-5.314212
16531,189,103.312,0.891865,-5.156578,-4.861736
16532,211,105.693,0.239636,-1.273290,-5.988829
16533,188,103.676,0.425947,-3.021159,-5.996863
16534,188,103.398,0.629478,-3.576772,-5.482026
16535,210,100.173,0.790627,-4.856748,-5.188932
16536,209,102.827,0.950860,-4.853353,-5.560579
16537,188,95.679,0.680096,-4.640176,-5.546153
16538,183,105.635,0.481900,-3.655422,-5.928798
16539,188,98.752,0.256397,-1.474693,-5.960152
16540,191,107.689,0.706574,-4.251488,-5.302341
16541,211,108.571,0.844848,-4.845686,-5.653685
16542,208,107.511,0.633017,-5.232524,-5.398096
16543,190,107.974,0.785250,-4.862552,-5.212782
16544,185,107.981,0.277272,-1.754286,-6.068060
16545,203,103.759,0.524744,-4.111086,-5.758497
16546,195,102.346,0.899227,-5.134023,-5.425709
16547,217,105.279,0.948819,-5.700219,-5.019040
16548,217,106.535,0.543566,-3.611086,-5.249862
16549,214,98.590,0.384557,-3.037587,-5.578337
16550,213,105.430,0.941376,-4.699481,-5.289875
16551,207,103.497,0.624041,-4.251411,-5.697195
16552,219,100.194,0.654859,-4.845673,-5.031921
16553,181,101.792,0.149039,-0.158220,-5.802162
16554,215,105.150,0.678371,-4.475946,-5.594188
16555,218,102.030,0.806022,-4.691702,-5.299095
16556,187,99.276,0.369678,-2.398514,-5.783866
16557,183,103.650,0.971516,-4.791793,-4.848856
16558,183,107.241,1.007851,-4.807939,-5.637480
16559,187,100.988,0.692416,-4.180305,-5.043872
16560,200,108.592,0.399327,-2.971817,-5.869592
16561,202,108.351,0.474629,-3.988753,-5.748900
16562,219,97.836,0.522877,-4.604151,-5.618304
16563,201,105.406,0.873447,-5.539524,-5.840524
16564,184,102.917,0.863787,-5.872921,-5.327673
16565,210,104.693,0.793705,-4.755969,-5.709882
16566,180,95.325,0.676973,-4.882909,-5.932367
16567,201,95.509,0.588957,-4.077262,-5.457254
16568,190,96.583,0.848721,-4.345922,-4.812147
16569,185,108.194,0.839747,-5.239789,-5.667913
16570,206,100.057,0.795281,-5.458929,-5.507666
16571,202,95.767,0.617105,-3.975239,-5.562279
16572,212,96.559,0.772201,-5.094079,-5.273987
16573,206,102.741,0.482759,-3.455974,-5.975024
16574,187,97.246,0.918605,-4.661583,-4.864622
16575,193,108.691,0.572485,-3.935823,-5.638967
16576,190,108.627,0.833837,-5.375643,-5.426860
16577,180,95.946,0.731914,-4.004645,-5.133651
16578,216,97.608,0.372671,-3.234511,-5.867605
16579,181,101.883,0.834073,-3.846121,-5.754353
16580,207,95.156,0.214582,-0.672935,-5.750195
16581,191,103.716,0.543481,-3.869281,-5.262653
16582,191,102.488,0.457807,-3.321352,-5.575345
16583,215,105.076,0.206542,-1.039969,-6.003039
16584,182,103.122,0.769565,-4.901279,-5.563984
16585,214,96.856,0.420598,-3.023792,-5.785903
16586,206,102.543,0.778386,-5.047833,-5.437149
16587,202,108.840,0.360903,-3.117085,-5.790391
16588,192,106.588,0.648786,-4.212300,-5.531179
16589,196,102.053,0.625513,-4.077197,-5.089271
16590,197,106.719,0.448605,-3.710539,-5.891520
16591,211,98.389,0.755465,-4.287802,-5.687931
16592,193,96.945,0.623219,-4.307513,-4.874049
16593,181,106.059,0.462867,-3.947040,-5.718644
16594,189,106.641,0.369551,-2.716180,-5.842522
16595,202,101.619,0.840376,-4.802336,-5.399476
16596,208,105.611,0.872925,-3.965913,-5.474765
16597,203,104.014,0.776331,-5.071465,-5.785300
16598,212,100.246,0.209694,-0.744504,-5.770051
16599,215,99.210,0.161999,-0.354787,-5.898085
16600,216,102.984,0.644600,-4.518002,-5.090661
16601,183,98.917,0.230851,-1.536999,-5.969965
16602,212,96.303,0.209469,-1.058915,-5.925803
16603,201,96.992,0.681775,-4.854538,-5.093523
16604,201,102.503,0.767735,-5.351201,-5.157168
16605,183,101.709,0.426698,-3.296322,-5.903823
16606,182,103.006,0.542824,-3.528425,-5.513992
16607,213,104.734,0.720975,-5.161414,-5.814679
16608,200,97.957,0.862312,-4.661828,-5.605070
16609,196,104.911,0.221582,-0.928819,-5.725254
16610,218,99.294,0.852623,-4.715234,-5.275476
16611,182,100.174,0.357501,-2.715484,-5.704007
16612,218,106.732,0.563560,-3.445846,-5.420020
16613,188,101.997,0.647530,-4.371240,-5.304650
16614,216,106.567,0.074059,0.690312,-5.704013
16615,194,96.079,0.459466,-3.613828,-5.561504
16616,203,97.330,0.705413,-4.603747,-5.457700
16617,193,104.197,0.584112,-4.107236,-5.561587
16618,190,102.782,0.932786,-4.344291,-5.738062
16619,213,100.935,0.365360,-2.604016,-5.920214
16620,209,106.428,0.629015,-3.921369,-5.364230
16621,194,106.970,0.691304,-5.205976,-5.062095
16622,201,99.828,0.841159,-5.063987,-5.504859
16623,198,99.933,0.400936,-2.838909,-5.771530
16624,216,106.133,0.790023,-5.012999,-4.899998
16625,201,102.728,0.914231,-5.319628,-5.368532
16626,205,107.322,0.648278,-4.672209,-5.580770
16627,210,101.669,0.989852,-5.169864,-5.099942
16628,180,101.809,0.570580,-3.901386,-5.313843
16629,198,99.610,0.491075,-3.863481,-5.667672
16630,201,98.758,0.400616,-2.993976,-5.777158
16631,194,107.688,0.949054,-5.746966,-5.412691
16632,199,101.081,0.459881,-3.043569,-5.699011
16633,202,106.428,0.824736,-4.808197,-5.893158
16634,186,100.216,0.504001,-3.591588,-5.606013
16635,210,103.089,0.297693,-1.865731,-6.061858
16636,208,104.928,0.402732,-3.031763,-5.846511
16637,197,105.650,0.529395,-4.033205,-5.259797
16638,213,98.555,0.477549,-3.398970,-5.493866
16639,205,108.856,0.705471,-4.753253,-5.203857
16640,201,107.360,0.715272,-4.597491,-5.528515
16641,191,107.504,0.890675,-4.918882,-5.548043
16642,206,107.287,0.749827,-4.815944,-5.438427
16643,200,95.280,0.230071,-1.112021,-5.888352
16644,193,100.995,0.890137,-5.466854,-5.099944
16645,195,96.923,0.874805,-4.956138,-5.295162
16646,214,106.317,0.943366,-5.447849,-5.485236
16647,219,105.665,0.932052,-4.255784,-5.546657
16648,192,100.119,0.540359,-4.167926,-5.049481
16649,206,97.891,0.652588,-4.377118,-5.448924
16650,186,101.367,0.122039,0.305163,-5.859015
16651,185,95.579,0.224771,-0.969325,-5.541527
16652,198,95.796,0.259032,-1.416463,-5.861240
16653,219,103.796,0.865322,-5.014249,-5.357664
16654,200,99.931,0.790264,-4.973294,-4.985735
16655,218,108.791,0.622754,-4.437279,-4.979368
16656,188,103.183,0.895809,-5.154425,-5.216079
16657,202,99.954,0.287205,-2.070295,-5.503097
16658,205,103.991,0.922669,-4.357489,-5.252144
16659,183,96.730,0.671751,-4.477132,-5.311071
16660,203,103.773,0.801415,-4.947857,-5.107688
16661,181,105.178,0.514602,-3.317083,-5.868024
16662,213,103.168,0.770047,-4.755493,-4.583764
16663,181,102.702,0.522155,-3.499752,-5.609963
16664,182,104.343,0.978196,-4.704030,-5.435537
16665,213,104.273,0.558489,-4.093242,-5.265404
16666,211,102.882,0.410334,-2.883658,-5.867651
16667,195,104.357,0.910457,-5.559268,-4.960921
16668,205,107.633,0.632631,-4.395508,-5.706660
16669,185,99.391,0.514972,-3.767032,-5.498368
16670,213,97.121,0.652892,-4.806146,-5.566805
16671,189,98.876,0.872152,-5.046260,-5.555909
16672,195,101.243,0.697518,-4.332013,-5.258234
16673,204,100.813,0.705718,-4.618435,-5.429627
16674,197,105.849,0.664925,-5.157545,-5.176382
16675,204,98.770,0.842349,-5.016676,-5.325556
16676,190,96.132,0.602437,-4.838878,-5.143193
16677,181,98.650,0.744566,-4.804499,-5.309769
16678,191,96.650,0.209749,-0.841455,-5.784226
16679,186,95.104,0.590948,-4.102061,-5.481897
16680,194,96.658,0.420316,-3.214622,-5.574459
16681,190,101.077,0.774011,-5.048703,-5.631941
16682,208,96.909,0.715939,-3.968652,-5.780132
16683,192,95.517,0.617718,-4.552726,-5.492741
16684,202,102.728,0.277630,-1.703717,-5.928832
16685,196,108.682,0.932866,-4.852593,-5.533598
16686,193,99.021,0.398938,-2.993634,-5.948233
16687,198,104.823,0.498723,-4.081651,-5.838916
16688,210,106.892,0.932277,-5.508918,-5.706399
16689,182,105.835,0.285231,-2.004977,-5.863041
16690,212,101.334,0.561477,-4.220729,-5.088528
16691,218,101.848,0.344119,-1.720882,-5.716431
16692,215,107.430,0.875569,-5.071337,-4.912876
16693,192,104.324,0.878218,-4.786987,-5.727310
16694,208,106.172,0.857967,-5.513268,-4.901583
16695,209,97.612,0.337352,-1.877699,-5.943388
16696,192,98.687,0.589646,-4.220903,-5.307808
16697,198,108.507,0.512504,-3.541982,-5.707620
16698,196,95.668,0.520011,-3.410888,-5.468910
16699,187,98.738,0.924628,-5.537144,-5.211711
16700,214,106.816,0.414972,-3.144777,-5.801221
16701,197,99.879,0.433809,-3.235565,-5.923692
16702,185,104.330,0.925922,-5.646708,-5.046776
16703,186,105.661,0.676450,-4.576608,-5.280441
16704,188,107.967,0.091012,0.483463,-5.784300
16705,216,107.584,0.540626,-4.202712,-5.443680
16706,182,99.196,0.416104,-2.852664,-5.783501
16707,207,97.692,0.408611,-2.978249,-5.507966
16708,189,104.321,0.504944,-4.151783,-5.446402
16709,190,100.313,0.868151,-4.927644,-4.839648
16710,190,103.650,0.579534,-4.084306,-5.413985
16711,216,106.733,0.272612,-1.238101,-5.946257
16712,194,95.200,0.286348,-1.313580,-6.013394
16713,197,100.620,0.999273,-4.884296,-5.316247
16714,186,95.461,0.679919,-4.907658,-5.163136
16715,207,96.550,0.773173,-5.144429,-4.872224
16716,210,96.067,0.344537,-2.441814,-6.052189
16717,190,101.851,0.562882,-4.081651,-5.456429
16718,185,98.421,0.741097,-4.314415,-5.575397
16719,200,100.048,0.677194,-5.072853,-5.141105
16720,193,96.893,0.912873,-4.827744,-5.973286
16721,193,98.796,0.635782,-4.133914,-5.175099
16722,186,106.800,0.507333,-4.488999,-5.629535
16723,218,96.576,0.846446,-5.107247,-5.562323
16724,180,99.005,0.950837,-4.635317,-4.825482
16725,196,106.220,0.783169,-5.814908,-5.765753
16726,181,106.131,0.524130,-3.602345,-5.512945
16727,212,103.778,0.750079,-5.394331,-5.075580
16728,192,102.131,0.943740,-5.567168,-5.270327
16729,207,97.551,0.948693,-5.676501,-5.095644
16730,189,108.432,0.475046,-3.816659,-5.892998
16731,185,96.818,0.429729,-3.319990,-5.629535
16732,204,107.524,0.673671,-4.341144,-4.679799
16733,189,102.165,0.330174,-2.051641,-5.956207
16734,210,108.808,0.827846,-5.370143,-5.287523
16735,185,106.220,0.171246,-0.672276,-5.621929
16736,213,108.855,0.827253,-4.785127,-5.239499
16737,219,96.688,0.831496,-4.884397,-5.247425
16738,214,104.091,0.632357,-4.179578,-5.394405
16739,191,95.412,0.743162,-4.658664,-5.083693
16740,203,101.764,0.793101,-6.099314,-5.157824
16741,186,107.431,0.433807,-3.561770,-5.492168
16742,213,100.617,0.236717,-1.727394,-5.951614
16743,212,106.144,0.552423,-3.966680,-5.887166
16744,195,101.337,0.879154,-5.049653,-5.383256
16745,191,103.625,0.088271,0.518649,-5.839668
16746,192,100.511,0.325840,-2.251528,-5.960190
16747,216,102.507,0.988297,-5.389922,-5.084001
16748,196,100.336,0.730758,-4.419811,-5.634369
16749,202,95.662,0.800198,-4.225644,-4.829109
16750,188,100.631,0.923247,-5.504343,-5.509651
16751,192,99.924,0.755683,-4.888802,-5.183524
16752,215,99.196,0.791637,-4.982498,-5.034738
16753,182,108.407,0.422261,-3.086875,-5.875083
16754,189,104.741,0.162138,-0.156562,-5.713309
