event_id,user_id,session_min,page_views,add_to_cart,revenue_usd,device_score,region_id,day_of_week,hour_utc,anomaly_score
5058,1257,19,20,0,31.67,0.41,6,3,17,0.278
5059,1258,20,28,0,33.40,0.54,7,4,18,0.282
5060,1259,21,36,0,35.13,0.67,8,5,19,0.285
5061,1260,22,25,1,36.86,0.80,9,6,20,0.289
5062,1261,23,33,0,38.59,0.93,10,0,21,0.292
5063,1262,24,41,0,40.32,0.06,11,1,22,0.295
5064,1263,25,30,0,42.05,0.19,12,2,23,0.299
5065,1264,26,38,0,43.78,0.32,1,3,0,0.302
5066,1265,27,27,0,45.51,0.45,2,4,1,0.305
5067,1266,28,35,0,47.25,0.58,3,5,2,0.308
5068,1267,29,43,0,48.98,0.71,4,6,3,0.311
5069,1268,30,32,0,50.71,0.84,5,0,4,0.314
5070,1269,31,40,0,52.44,0.97,6,1,5,0.317
5071,1270,32,48,0,54.17,0.10,7,2,6,0.320
5072,1271,33,37,1,55.90,0.23,8,3,7,0.323
5073,1272,34,45,0,57.63,0.36,9,4,8,0.326
5074,1273,35,34,0,59.36,0.49,10,5,9,0.328
5075,1274,36,42,0,61.09,0.62,11,6,10,0.331
5076,1275,37,50,0,62.83,0.75,12,0,11,0.334
5077,1276,38,39,0,64.56,0.88,1,1,12,0.336
5078,1277,39,47,0,66.29,0.01,2,2,13,0.339
5079,1278,40,55,0,68.02,0.14,3,3,14,0.341
5080,1279,41,44,0,69.75,0.27,4,4,15,0.343
5081,1280,42,52,0,71.48,0.40,5,5,16,0.346
5082,1281,43,60,0,73.21,0.53,6,6,17,0.348
5083,1282,44,49,1,74.94,0.66,7,0,18,0.350
5084,1283,45,57,0,76.67,0.79,8,1,19,0.352
5085,1284,46,46,0,78.40,0.92,9,2,20,0.354
5086,1285,2,54,0,80.13,0.05,10,3,21,0.356
5087,1286,3,62,0,81.87,0.18,11,4,22,0.358
5088,1287,4,51,0,83.60,0.31,12,5,23,0.360
5089,1288,5,59,0,85.33,0.44,1,6,0,0.362
5090,1289,6,67,0,87.06,0.57,2,0,1,0.363
5091,1290,7,56,0,88.79,0.70,3,1,2,0.365
5092,1291,8,64,0,1.52,0.83,4,2,3,0.367
5093,1292,9,53,0,3.25,0.96,5,3,4,0.368
5094,1293,10,61,1,4.98,0.09,6,4,5,0.369
5095,1294,11,69,0,6.71,0.22,7,5,6,0.371
5096,1295,12,58,0,8.44,0.35,8,6,7,0.372
5097,1296,13,66,0,10.18,0.48,9,0,8,0.373
5098,1297,14,74,0,11.91,0.61,10,1,9,0.374
5099,1298,15,63,0,13.64,0.74,11,2,10,0.375
5100,1299,16,71,0,15.37,0.87,12,3,11,0.376
5101,1300,17,79,0,17.10,0.00,1,4,12,0.377
5102,1301,18,68,0,18.83,0.13,2,5,13,0.378
5103,1302,19,76,0,20.56,0.26,3,6,14,0.379
5104,1303,20,65,0,22.29,0.39,4,0,15,0.380
5105,1304,21,73,1,24.02,0.52,5,1,16,0.380
5106,1305,22,81,0,25.75,0.65,6,2,17,0.381
5107,1306,23,70,0,27.49,0.78,7,3,18,0.381
5108,1307,24,78,0,29.22,0.91,8,4,19,0.382
5109,1308,25,86,0,30.95,0.04,9,5,20,0.382
5110,1309,26,75,0,32.68,0.17,10,6,21,0.382
5111,1310,27,83,0,34.41,0.30,11,0,22,0.382
5112,1311,28,72,0,36.14,0.43,12,1,23,0.383
5113,1312,29,80,0,37.87,0.56,1,2,0,0.383
5114,1313,30,88,0,39.60,0.69,2,3,1,0.383
5115,1314,31,77,0,41.33,0.82,3,4,2,0.382
5116,1315,32,85,1,43.06,0.95,4,5,3,0.382
5117,1316,33,93,0,44.80,0.08,5,6,4,0.382
5118,1317,34,82,0,46.53,0.21,6,0,5,0.382
5119,1318,35,90,0,48.26,0.34,7,1,6,0.381
5120,1319,36,98,0,49.99,0.47,8,2,7,0.381
5121,1320,37,87,0,51.72,0.60,9,3,8,0.380
5122,1321,38,95,0,53.45,0.73,10,4,9,0.380
5123,1322,39,84,0,55.18,0.86,11,5,10,0.379
5124,1323,40,92,0,56.91,0.99,12,6,11,0.378
5125,1324,41,100,0,58.64,0.12,1,0,12,0.377
5126,1325,42,89,0,60.38,0.25,2,1,13,0.376
5127,1326,43,97,1,62.11,0.38,3,2,14,0.375
5128,1327,44,105,0,63.84,0.51,4,3,15,0.374
5129,1328,45,94,0,65.57,0.64,5,4,16,0.373
5130,1329,46,102,0,67.30,0.77,6,5,17,0.372
5131,1330,2,91,0,69.03,0.90,7,6,18,0.371
5132,1331,3,99,0,70.76,0.03,8,0,19,0.370
5133,1332,4,107,0,72.49,0.16,9,1,20,0.368
5134,1333,5,96,0,74.22,0.29,10,2,21,0.367
5135,1334,6,104,0,75.95,0.42,11,3,22,0.365
5136,1335,7,112,0,77.68,0.55,12,4,23,0.364
5137,1336,8,101,0,79.42,0.68,1,5,0,0.362
5138,1337,9,109,1,81.15,0.81,2,6,1,0.360
5139,1338,10,117,0,82.88,0.94,3,0,2,0.359
5140,1339,11,106,0,84.61,0.07,4,1,3,0.357
5141,1340,12,114,0,86.34,0.20,5,2,4,0.355
5142,1341,13,103,0,88.07,0.33,6,3,5,0.353
5143,1342,14,111,0,0.80,0.46,7,4,6,0.351
5144,1343,15,119,0,2.53,0.59,8,5,7,0.349
5145,1344,16,108,0,4.26,0.72,9,6,8,0.347
5146,1345,17,116,0,5.99,0.85,10,0,9,0.345
5147,1346,18,124,0,7.73,0.98,11,1,10,0.342
5148,1347,19,113,0,9.46,0.11,12,2,11,0.340
5149,1348,20,121,1,11.19,0.24,1,3,12,0.338
5150,1349,21,110,0,12.92,0.37,2,4,13,0.335
5151,1350,22,118,0,14.65,0.50,3,5,14,0.333
5152,1351,23,126,0,16.38,0.63,4,6,15,0.330
5153,1352,24,115,0,18.11,0.76,5,0,16,0.328
5154,1353,25,123,0,19.84,0.89,6,1,17,0.325
5155,1354,26,131,0,21.57,0.02,7,2,18,0.323
5156,1355,27,120,0,23.30,0.15,8,3,19,0.320
5157,1356,28,128,0,25.04,0.28,9,4,20,0.317
5158,1357,29,136,0,26.77,0.41,10,5,21,0.314
5159,1358,30,125,0,28.50,0.54,11,6,22,0.311
5160,1359,31,133,1,30.23,0.67,12,0,23,0.309
5161,1360,32,2,0,31.96,0.80,1,1,0,0.306
5162,1361,33,10,0,33.69,0.93,2,2,1,0.303
5163,1362,34,18,0,35.42,0.06,3,3,2,0.300
5164,1363,35,7,0,37.15,0.19,4,4,3,0.297
5165,1364,36,15,0,38.88,0.32,5,5,4,0.293
5166,1365,37,23,0,40.61,0.45,6,6,5,0.290
5167,1366,38,12,0,42.35,0.58,7,0,6,0.287
5168,1367,39,20,0,44.08,0.71,8,1,7,0.284
5169,1368,40,9,0,45.81,0.84,9,2,8,0.281
5170,1369,41,17,0,47.54,0.97,10,3,9,0.278
5171,1370,42,25,1,49.27,0.10,11,4,10,0.274
5172,1371,43,14,0,51.00,0.23,12,5,11,0.271
5173,1372,44,22,0,52.73,0.36,1,6,12,0.268
5174,1373,45,30,0,54.46,0.49,2,0,13,0.264
5175,1374,46,19,0,56.19,0.62,3,1,14,0.261
5176,1375,2,27,0,57.92,0.75,4,2,15,0.257
5177,1376,3,35,0,59.66,0.88,5,3,16,0.254
5178,1377,4,24,0,61.39,0.01,6,4,17,0.250
5179,1378,5,32,0,63.12,0.14,7,5,18,0.247
5180,1379,6,21,0,64.85,0.27,8,6,19,0.243
5181,1380,7,29,0,66.58,0.40,9,0,20,0.240
5182,1381,8,37,1,68.31,0.53,10,1,21,0.236
5183,1382,9,26,0,70.04,0.66,11,2,22,0.233
5184,1383,10,34,0,71.77,0.79,12,3,23,0.229
5185,1384,11,42,0,73.50,0.92,1,4,0,0.226
5186,1385,12,31,0,75.23,0.05,2,5,1,0.222
5187,1386,13,39,0,76.97,0.18,3,6,2,0.218
5188,1387,14,28,0,78.70,0.31,4,0,3,0.215
5189,1388,15,36,0,80.43,0.44,5,1,4,0.211
5190,1389,16,44,0,82.16,0.57,6,2,5,0.207
5191,1390,17,33,0,83.89,0.70,7,3,6,0.204
5192,1391,18,41,0,85.62,0.83,8,4,7,0.200
5193,1392,19,49,1,87.35,0.96,9,5,8,0.196
5194,1393,20,38,0,0.08,0.09,10,6,9,0.193
5195,1394,21,46,0,1.81,0.22,11,0,10,0.189
5196,1395,22,54,0,3.54,0.35,12,1,11,0.185
5197,1396,23,43,0,5.28,0.48,1,2,12,0.182
5198,1397,24,51,0,7.01,0.61,2,3,13,0.178
5199,1398,25,40,0,8.74,0.74,3,4,14,0.174
5200,1399,26,48,0,10.47,0.87,4,5,15,0.171
5201,1400,27,56,0,12.20,0.00,5,6,16,0.167
5202,1401,28,45,0,13.93,0.13,6,0,17,0.164
5203,1402,29,53,0,15.66,0.26,7,1,18,0.160
5204,1403,30,61,1,17.39,0.39,8,2,19,0.156
5205,1404,31,50,0,19.12,0.52,9,3,20,0.153
5206,1405,32,58,0,20.85,0.65,10,4,21,0.149
5207,1406,33,47,0,22.59,0.78,11,5,22,0.146
5208,1407,34,55,0,24.32,0.91,12,6,23,0.142
5209,1408,35,63,0,26.05,0.04,1,0,0,0.138
5210,1409,36,52,0,27.78,0.17,2,1,1,0.135
5211,1410,37,60,0,29.51,0.30,3,2,2,0.131
5212,1411,38,68,0,31.24,0.43,4,3,3,0.128
5213,1412,39,57,0,32.97,0.56,5,4,4,0.124
5214,1413,40,65,0,34.70,0.69,6,5,5,0.121
5215,1414,41,73,1,36.43,0.82,7,6,6,0.118
5216,1415,42,62,0,38.16,0.95,8,0,7,0.114
5217,1416,43,70,0,39.90,0.08,9,1,8,0.111
5218,1417,44,59,0,41.63,0.21,10,2,9,0.107
5219,1418,45,67,0,43.36,0.34,11,3,10,0.104
5220,1419,46,75,0,45.09,0.47,12,4,11,0.101
5221,1420,2,64,0,46.82,0.60,1,5,12,0.098
5222,1421,3,72,0,48.55,0.73,2,6,13,0.094
5223,1422,4,80,0,50.28,0.86,3,0,14,0.091
5224,1423,5,69,0,52.01,0.99,4,1,15,0.088
5225,1424,6,77,0,53.74,0.12,5,2,16,0.085
5226,1425,7,66,1,55.48,0.25,6,3,17,0.082
5227,1426,8,74,0,57.21,0.38,7,4,18,0.079
5228,1427,9,82,0,58.94,0.51,8,5,19,0.076
5229,1428,10,71,0,60.67,0.64,9,6,20,0.073
5230,1429,11,79,0,62.40,0.77,10,0,21,0.070
5231,1430,12,87,0,64.13,0.90,11,1,22,0.067
5232,1431,13,76,0,65.86,0.03,12,2,23,0.064
5233,1432,14,84,0,67.59,0.16,1,3,0,0.061
5234,1433,15,92,0,69.32,0.29,2,4,1,0.058
5235,1434,16,81,0,71.05,0.42,3,5,2,0.055
5236,1435,17,89,0,72.78,0.55,4,6,3,0.053
5237,1436,18,78,1,74.52,0.68,5,0,4,0.050
5238,1437,19,86,0,76.25,0.81,6,1,5,0.047
5239,1438,20,94,0,77.98,0.94,7,2,6,0.045
5240,1439,21,83,0,79.71,0.07,8,3,7,0.042
5241,1440,22,91,0,81.44,0.20,9,4,8,0.040
5242,1441,23,99,0,83.17,0.33,10,5,9,0.037
5243,1442,24,88,0,84.90,0.46,11,6,10,0.035
5244,1443,25,96,0,86.63,0.59,12,0,11,0.033
5245,1444,26,85,0,88.36,0.72,1,1,12,0.030
5246,1445,27,93,0,1.09,0.85,2,2,13,0.028
5247,1446,28,101,0,2.83,0.98,3,3,14,0.026
5248,1447,29,90,1,4.56,0.11,4,4,15,0.024
5249,1448,30,98,0,6.29,0.24,5,5,16,0.022
5250,1449,31,106,0,8.02,0.37,6,6,17,0.020
5251,1450,32,95,0,9.75,0.50,7,0,18,0.018
5252,1451,33,103,0,11.48,0.63,8,1,19,0.016
5253,1452,34,111,0,13.21,0.76,9,2,20,0.014
5254,1453,35,100,0,14.94,0.89,10,3,21,0.012
5255,1454,36,108,0,16.67,0.02,11,4,22,0.010
5256,1455,37,97,0,18.40,0.15,12,5,23,0.010
5257,1456,38,105,0,20.14,0.28,1,6,0,0.010
5258,1457,39,113,0,21.87,0.41,2,0,1,0.010
5259,1458,40,102,1,23.60,0.54,3,1,2,0.010
5260,1459,41,110,0,25.33,0.67,4,2,3,0.010
5261,1460,42,118,0,27.06,0.80,5,3,4,0.010
5262,1461,43,107,0,28.79,0.93,6,4,5,0.010
5263,1462,44,115,0,30.52,0.06,7,5,6,0.010
5264,1463,45,104,0,32.25,0.19,8,6,7,0.010
5265,1464,46,112,0,33.98,0.32,9,0,8,0.010
5266,1465,2,120,0,35.71,0.45,10,1,9,0.010
5267,1466,3,109,0,37.45,0.58,11,2,10,0.010
5268,1467,4,117,0,39.18,0.71,12,3,11,0.010
5269,1468,5,125,0,40.91,0.84,1,4,12,0.010
5270,1469,6,114,1,42.64,0.97,2,5,13,0.010
5271,1470,7,122,0,44.37,0.10,3,6,14,0.010
5272,1471,8,130,0,46.10,0.23,4,0,15,0.010
5273,1472,9,119,0,47.83,0.36,5,1,16,0.010
5274,1473,10,127,0,49.56,0.49,6,2,17,0.010
5275,1474,11,116,0,51.29,0.62,7,3,18,0.010
5276,1475,12,124,0,53.02,0.75,8,4,19,0.010
5277,1476,13,132,0,54.76,0.88,9,5,20,0.010
5278,1477,14,121,0,56.49,0.01,10,6,21,0.010
5279,1478,15,129,0,58.22,0.14,11,0,22,0.010
5280,1479,16,137,0,59.95,0.27,12,1,23,0.010
5281,1480,17,6,1,61.68,0.40,1,2,0,0.010
5282,1481,18,14,0,63.41,0.53,2,3,1,0.010
5283,1482,19,3,0,65.14,0.66,3,4,2,0.010
5284,1483,20,11,0,66.87,0.79,4,5,3,0.010
5285,1484,21,19,0,68.60,0.92,5,6,4,0.010
5286,1485,22,8,0,70.33,0.05,6,0,5,0.010
5287,1486,23,16,0,72.07,0.18,7,1,6,0.010
5288,1487,24,24,0,73.80,0.31,8,2,7,0.010
5289,1488,25,13,0,75.53,0.44,9,3,8,0.010
5290,1489,26,21,0,77.26,0.57,10,4,9,0.010
5291,1490,27,29,0,78.99,0.70,11,5,10,0.010
5292,1491,28,18,1,80.72,0.83,12,6,11,0.010
5293,1492,29,26,0,82.45,0.96,1,0,12,0.010
5294,1493,30,15,0,84.18,0.09,2,1,13,0.010
5295,1494,31,23,0,85.91,0.22,3,2,14,0.010
5296,1495,32,31,0,87.64,0.35,4,3,15,0.010
5297,1496,33,20,0,0.38,0.48,5,4,16,0.010
5298,1497,34,28,0,2.11,0.61,6,5,17,0.010
5299,1498,35,36,0,3.84,0.74,7,6,18,0.010
5300,1499,36,25,0,5.57,0.87,8,0,19,0.010
5301,1500,37,33,0,7.30,0.00,9,1,20,0.010
5302,1501,38,22,0,9.03,0.13,10,2,21,0.010
5303,1502,39,30,1,10.76,0.26,11,3,22,0.010
5304,1503,40,38,0,12.49,0.39,12,4,23,0.010
5305,1504,41,27,0,14.22,0.52,1,5,0,0.010
5306,1505,42,35,0,15.95,0.65,2,6,1,0.010
5307,1506,43,43,0,17.69,0.78,3,0,2,0.010
5308,1507,44,32,0,19.42,0.91,4,1,3,0.010
5309,1508,45,40,0,21.15,0.04,5,2,4,0.010
5310,1509,46,48,0,22.88,0.17,6,3,5,0.010
5311,1510,2,37,0,24.61,0.30,7,4,6,0.010
5312,1511,3,45,0,26.34,0.43,8,5,7,0.010
5313,1512,4,34,0,28.07,0.56,9,6,8,0.010
5314,1513,5,42,1,29.80,0.69,10,0,9,0.010
5315,1514,6,50,0,31.53,0.82,11,1,10,0.010
5316,1515,7,39,0,33.26,0.95,12,2,11,0.010
5317,1516,8,47,0,35.00,0.08,1,3,12,0.010
5318,1517,9,55,0,36.73,0.21,2,4,13,0.010
5319,1518,10,44,0,38.46,0.34,3,5,14,0.010
5320,1519,11,52,0,40.19,0.47,4,6,15,0.011
5321,1520,12,41,0,41.92,0.60,5,0,16,0.013
5322,1521,13,49,0,43.65,0.73,6,1,17,0.014
5323,1522,14,57,0,45.38,0.86,7,2,18,0.016
5324,1523,15,46,0,47.11,0.99,8,3,19,0.018
5325,1524,16,54,1,48.84,0.12,9,4,20,0.019
5326,1525,17,62,0,50.58,0.25,10,5,21,0.021
5327,1526,18,51,0,52.31,0.38,11,6,22,0.023
5328,1527,19,59,0,54.04,0.51,12,0,23,0.024
5329,1528,20,67,0,55.77,0.64,1,1,0,0.026
5330,1529,21,56,0,57.50,0.77,2,2,1,0.028
5331,1530,22,64,0,59.23,0.90,3,3,2,0.029
5332,1531,23,53,0,60.96,0.03,4,4,3,0.031
5333,1532,24,61,0,62.69,0.16,5,5,4,0.033
5334,1533,25,69,0,64.42,0.29,6,6,5,0.035
5335,1534,26,58,0,66.15,0.42,7,0,6,0.037
5336,1535,27,66,1,67.88,0.55,8,1,7,0.039
5337,1536,28,74,0,69.62,0.68,9,2,8,0.040
5338,1537,29,63,0,71.35,0.81,10,3,9,0.042
5339,1538,30,71,0,73.08,0.94,11,4,10,0.044
5340,1539,31,60,0,74.81,0.07,12,5,11,0.046
5341,1540,32,68,0,76.54,0.20,1,6,12,0.048
5342,1541,33,76,0,78.27,0.33,2,0,13,0.050
5343,1542,34,65,0,80.00,0.46,3,1,14,0.052
5344,1543,35,73,0,81.73,0.59,4,2,15,0.054
5345,1544,36,81,0,83.46,0.72,5,3,16,0.056
5346,1545,37,70,0,85.19,0.85,6,4,17,0.058
5347,1546,38,78,1,86.93,0.98,7,5,18,0.060
5348,1547,39,86,0,88.66,0.11,8,6,19,0.062
5349,1548,40,75,0,1.39,0.24,9,0,20,0.064
5350,1549,41,83,0,3.12,0.37,10,1,21,0.066
5351,1550,42,72,0,4.85,0.50,11,2,22,0.068
5352,1551,43,80,0,6.58,0.63,12,3,23,0.070
5353,1552,44,88,0,8.31,0.76,1,4,0,0.072
5354,1553,45,77,0,10.04,0.89,2,5,1,0.074
5355,1554,46,85,0,11.77,0.02,3,6,2,0.075
5356,1555,2,93,0,13.50,0.15,4,0,3,0.077
5357,1556,3,82,0,15.24,0.28,5,1,4,0.079
5358,1557,4,90,1,16.97,0.41,6,2,5,0.081
5359,1558,5,79,0,18.70,0.54,7,3,6,0.083
5360,1559,6,87,0,20.43,0.67,8,4,7,0.085
5361,1560,7,95,0,22.16,0.80,9,5,8,0.087
5362,1561,8,84,0,23.89,0.93,10,6,9,0.089
5363,1562,9,92,0,25.62,0.06,11,0,10,0.091
5364,1563,10,100,0,27.35,0.19,12,1,11,0.093
5365,1564,11,89,0,29.08,0.32,1,2,12,0.095
5366,1565,12,97,0,30.81,0.45,2,3,13,0.096
5367,1566,13,105,0,32.55,0.58,3,4,14,0.098
5368,1567,14,94,0,34.28,0.71,4,5,15,0.100
5369,1568,15,102,1,36.01,0.84,5,6,16,0.102
5370,1569,16,91,0,37.74,0.97,6,0,17,0.104
5371,1570,17,99,0,39.47,0.10,7,1,18,0.105
5372,1571,18,107,0,41.20,0.23,8,2,19,0.107
5373,1572,19,96,0,42.93,0.36,9,3,20,0.109
5374,1573,20,104,0,44.66,0.49,10,4,21,0.110
5375,1574,21,112,0,46.39,0.62,11,5,22,0.112
5376,1575,22,101,0,48.13,0.75,12,6,23,0.114
5377,1576,23,109,0,49.86,0.88,1,0,0,0.115
5378,1577,24,98,0,51.59,0.01,2,1,1,0.117
5379,1578,25,106,0,53.32,0.14,3,2,2,0.118
5380,1579,26,114,1,55.05,0.27,4,3,3,0.120
5381,1580,27,103,0,56.78,0.40,5,4,4,0.121
5382,1581,28,111,0,58.51,0.53,6,5,5,0.123
5383,1582,29,119,0,60.24,0.66,7,6,6,0.124
5384,1583,30,108,0,61.97,0.79,8,0,7,0.126
5385,1584,31,116,0,63.70,0.92,9,1,8,0.127
5386,1585,32,124,0,65.43,0.05,10,2,9,0.128
5387,1586,33,113,0,67.17,0.18,11,3,10,0.130
5388,1587,34,121,0,68.90,0.31,12,4,11,0.131
5389,1588,35,110,0,70.63,0.44,1,5,12,0.132
5390,1589,36,118,0,72.36,0.57,2,6,13,0.133
5391,1590,37,126,1,74.09,0.70,3,0,14,0.135
5392,1591,38,115,0,75.82,0.83,4,1,15,0.136
5393,1592,39,123,0,77.55,0.96,5,2,16,0.137
5394,1593,40,131,0,79.28,0.09,6,3,17,0.138
5395,1594,41,120,0,81.01,0.22,7,4,18,0.139
5396,1595,42,128,0,82.74,0.35,8,5,19,0.140
5397,1596,43,117,0,84.48,0.48,9,6,20,0.141
5398,1597,44,125,0,86.21,0.61,10,0,21,0.142
5399,1598,45,133,0,87.94,0.74,11,1,22,0.142
5400,1599,46,122,0,0.67,0.87,12,2,23,0.143
5401,1600,2,10,0,2.40,0.00,1,3,0,0.144
5402,1601,3,18,1,4.13,0.13,2,4,1,0.145
5403,1602,4,7,0,5.86,0.26,3,5,2,0.145
5404,1603,5,15,0,7.59,0.39,4,6,3,0.146
5405,1604,6,23,0,9.32,0.52,5,0,4,0.147
5406,1605,7,12,0,11.05,0.65,6,1,5,0.147
5407,1606,8,20,0,12.79,0.78,7,2,6,0.148
5408,1607,9,9,0,14.52,0.91,8,3,7,0.148
5409,1608,10,17,0,16.25,0.04,9,4,8,0.149
5410,1609,11,25,0,17.98,0.17,10,5,9,0.149
5411,1610,12,14,0,19.71,0.30,11,6,10,0.149
5412,1611,13,22,0,21.44,0.43,12,0,11,0.150
5413,1612,14,30,1,23.17,0.56,1,1,12,0.150
5414,1613,15,19,0,24.90,0.69,2,2,13,0.150
5415,1614,16,27,0,26.63,0.82,3,3,14,0.150
5416,1615,17,16,0,28.36,0.95,4,4,15,0.150
5417,1616,18,24,0,30.10,0.08,5,5,16,0.150
5418,1617,19,32,0,31.83,0.21,6,6,17,0.150
5419,1618,20,21,0,33.56,0.34,7,0,18,0.150
5420,1619,21,29,0,35.29,0.47,8,1,19,0.150
5421,1620,22,37,0,37.02,0.60,9,2,20,0.150
5422,1621,23,26,0,38.75,0.73,10,3,21,0.150
5423,1622,24,34,0,40.48,0.86,11,4,22,0.150
5424,1623,25,42,1,42.21,0.99,12,5,23,0.150
5425,1624,26,31,0,43.94,0.12,1,6,0,0.149
5426,1625,27,39,0,45.67,0.25,2,0,1,0.149
5427,1626,28,28,0,47.41,0.38,3,1,2,0.149
5428,1627,29,36,0,49.14,0.51,4,2,3,0.148
5429,1628,30,44,0,50.87,0.64,5,3,4,0.148
5430,1629,31,33,0,52.60,0.77,6,4,5,0.147
5431,1630,32,41,0,54.33,0.90,7,5,6,0.147
5432,1631,33,49,0,56.06,0.03,8,6,7,0.146
5433,1632,34,38,0,57.79,0.16,9,0,8,0.145
5434,1633,35,46,0,59.52,0.29,10,1,9,0.145
5435,1634,36,35,1,61.25,0.42,11,2,10,0.144
5436,1635,37,43,0,62.98,0.55,12,3,11,0.143
5437,1636,38,51,0,64.72,0.68,1,4,12,0.142
5438,1637,39,40,0,66.45,0.81,2,5,13,0.141
5439,1638,40,48,0,68.18,0.94,3,6,14,0.141
5440,1639,41,56,0,69.91,0.07,4,0,15,0.140
5441,1640,42,45,0,71.64,0.20,5,1,16,0.139
5442,1641,43,53,0,73.37,0.33,6,2,17,0.138
5443,1642,44,61,0,75.10,0.46,7,3,18,0.137
5444,1643,45,50,0,76.83,0.59,8,4,19,0.135
5445,1644,46,58,0,78.56,0.72,9,5,20,0.134
5446,1645,2,47,1,80.29,0.85,10,6,21,0.133
5447,1646,3,55,0,82.03,0.98,11,0,22,0.132
5448,1647,4,63,0,83.76,0.11,12,1,23,0.131
5449,1648,5,52,0,85.49,0.24,1,2,0,0.129
5450,1649,6,60,0,87.22,0.37,2,3,1,0.128
5451,1650,7,68,0,88.95,0.50,3,4,2,0.127
5452,1651,8,57,0,1.68,0.63,4,5,3,0.125
5453,1652,9,65,0,3.41,0.76,5,6,4,0.124
5454,1653,10,54,0,5.14,0.89,6,0,5,0.122
5455,1654,11,62,0,6.87,0.02,7,1,6,0.121
5456,1655,12,70,0,8.60,0.15,8,2,7,0.119
5457,1656,13,59,1,10.34,0.28,9,3,8,0.118
5458,1657,14,67,0,12.07,0.41,10,4,9,0.116
5459,1658,15,75,0,13.80,0.54,11,5,10,0.114
5460,1659,16,64,0,15.53,0.67,12,6,11,0.113
5461,1660,17,72,0,17.26,0.80,1,0,12,0.111
5462,1661,18,80,0,18.99,0.93,2,1,13,0.109
5463,1662,19,69,0,20.72,0.06,3,2,14,0.108
5464,1663,20,77,0,22.45,0.19,4,3,15,0.106
5465,1664,21,66,0,24.18,0.32,5,4,16,0.104
5466,1665,22,74,0,25.91,0.45,6,5,17,0.102
5467,1666,23,82,0,27.65,0.58,7,6,18,0.100
5468,1667,24,71,1,29.38,0.71,8,0,19,0.098
5469,1668,25,79,0,31.11,0.84,9,1,20,0.097
5470,1669,26,87,0,32.84,0.97,10,2,21,0.095
5471,1670,27,76,0,34.57,0.10,11,3,22,0.093
5472,1671,28,84,0,36.30,0.23,12,4,23,0.091
5473,1672,29,73,0,38.03,0.36,1,5,0,0.089
5474,1673,30,81,0,39.76,0.49,2,6,1,0.087
5475,1674,31,89,0,41.49,0.62,3,0,2,0.085
5476,1675,32,78,0,43.23,0.75,4,1,3,0.083
5477,1676,33,86,0,44.96,0.88,5,2,4,0.081
5478,1677,34,94,0,46.69,0.01,6,3,5,0.079
5479,1678,35,83,1,48.42,0.14,7,4,6,0.077
5480,1679,36,91,0,50.15,0.27,8,5,7,0.075
5481,1680,37,99,0,51.88,0.40,9,6,8,0.073
5482,1681,38,88,0,53.61,0.53,10,0,9,0.070
5483,1682,39,96,0,55.34,0.66,11,1,10,0.068
5484,1683,40,85,0,57.07,0.79,12,2,11,0.066
5485,1684,41,93,0,58.80,0.92,1,3,12,0.064
5486,1685,42,101,0,60.53,0.05,2,4,13,0.062
5487,1686,43,90,0,62.27,0.18,3,5,14,0.060
5488,1687,44,98,0,64.00,0.31,4,6,15,0.058
5489,1688,45,106,0,65.73,0.44,5,0,16,0.056
5490,1689,46,95,1,67.46,0.57,6,1,17,0.054
5491,1690,2,103,0,69.19,0.70,7,2,18,0.051
5492,1691,3,92,0,70.92,0.83,8,3,19,0.049
5493,1692,4,100,0,72.65,0.96,9,4,20,0.047
5494,1693,5,108,0,74.38,0.09,10,5,21,0.045
5495,1694,6,97,0,76.11,0.22,11,6,22,0.043
5496,1695,7,105,0,77.84,0.35,12,0,23,0.041
5497,1696,8,113,0,79.58,0.48,1,1,0,0.039
5498,1697,9,102,0,81.31,0.61,2,2,1,0.037
5499,1698,10,110,0,83.04,0.74,3,3,2,0.035
5500,1699,11,118,0,84.77,0.87,4,4,3,0.033
5501,1700,12,107,1,86.50,0.00,5,5,4,0.031
5502,1701,13,115,0,88.23,0.13,6,6,5,0.029
5503,1702,14,104,0,0.96,0.26,7,0,6,0.027
5504,1703,15,112,0,2.69,0.39,8,1,7,0.025
5505,1704,16,120,0,4.42,0.52,9,2,8,0.023
5506,1705,17,109,0,6.15,0.65,10,3,9,0.021
5507,1706,18,117,0,7.89,0.78,11,4,10,0.019
5508,1707,19,125,0,9.62,0.91,12,5,11,0.017
5509,1708,20,114,0,11.35,0.04,1,6,12,0.015
5510,1709,21,122,0,13.08,0.17,2,0,13,0.013
5511,1710,22,111,0,14.81,0.30,3,1,14,0.011
5512,1711,23,119,1,16.54,0.43,4,2,15,0.010
5513,1712,24,127,0,18.27,0.56,5,3,16,0.010
5514,1713,25,116,0,20.00,0.69,6,4,17,0.010
5515,1714,26,124,0,21.73,0.82,7,5,18,0.010
5516,1715,27,132,0,23.46,0.95,8,6,19,0.010
5517,1716,28,121,0,25.20,0.08,9,0,20,0.010
5518,1717,29,129,0,26.93,0.21,10,1,21,0.010
5519,1718,30,137,0,28.66,0.34,11,2,22,0.010
5520,1719,31,126,0,30.39,0.47,12,3,23,0.010
5521,1720,32,14,0,32.12,0.60,1,4,0,0.010
